,Time Length,Window Accuracy,Window Size
528,1000.0,52.581099999999886,528
529,1000.0,52.66520000000008,529
530,1000.0,52.893499999999975,530
531,1000.0,52.88550000000001,531
532,1000.0,52.662799999999955,532
533,1000.0,53.17440000000001,533
534,1000.0,53.04240000000001,534
535,1000.0,53.10480000000001,535
536,1000.0,52.85740000000004,536
537,1000.0,53.08139999999997,537
538,1000.0,53.390899999999995,538
539,1000.0,52.940499999999986,539
540,1000.0,53.321400000000004,540
541,1000.0,52.7788,541
542,1000.0,52.974500000000006,542
543,1000.0,53.07860000000006,543
544,1000.0,52.57349999999999,544
545,1000.0,53.101600000000055,545
546,1000.0,52.64650000000005,546
547,1000.0,52.82209999999999,547
548,1000.0,53.05430000000002,548
549,1000.0,53.33040000000004,549
550,1000.0,53.105500000000056,550
551,1000.0,52.78310000000004,551
552,1000.0,53.18540000000001,552
553,1000.0,53.10799999999999,553
554,1000.0,53.18310000000004,554
555,1000.0,52.9708,555
556,1000.0,52.94809999999997,556
557,1000.0,52.86079999999998,557
558,1000.0,53.12220000000002,558
559,1000.0,52.982899999999894,559
560,1000.0,53.210400000000035,560
561,1000.0,52.41570000000002,561
562,1000.0,52.931299999999915,562
563,1000.0,52.86069999999996,563
564,1000.0,53.10740000000006,564
565,1000.0,53.70970000000002,565
566,1000.0,53.23300000000007,566
567,1000.0,52.81240000000001,567
568,1000.0,53.0079,568
569,1000.0,53.13709999999997,569
570,1000.0,52.9824,570
571,1000.0,52.93109999999998,571
572,1000.0,52.92789999999996,572
573,1000.0,52.74599999999995,573
574,1000.0,53.4993,574
575,1000.0,53.04129999999998,575
576,1000.0,53.19350000000005,576
577,1000.0,53.349000000000025,577
578,1000.0,53.35790000000001,578
579,1000.0,53.10009999999997,579
580,1000.0,52.79459999999996,580
581,1000.0,53.2505,581
582,1000.0,53.15310000000003,582
583,1000.0,53.12679999999993,583
584,1000.0,52.928200000000025,584
585,1000.0,52.827100000000016,585
586,1000.0,52.91819999999995,586
587,1000.0,53.29149999999997,587
588,1000.0,52.99740000000004,588
589,1000.0,52.806600000000024,589
590,1000.0,53.5484,590
591,1000.0,53.155000000000044,591
592,1000.0,53.340900000000005,592
593,1000.0,53.10150000000002,593
594,1000.0,53.00290000000002,594
595,1000.0,53.09739999999999,595
596,1000.0,53.17060000000008,596
597,1000.0,52.707600000000035,597
598,1000.0,53.25580000000002,598
599,1000.0,53.115699999999975,599
600,1000.0,53.0492,600
601,1000.0,52.74769999999999,601
602,1000.0,53.02119999999997,602
603,1000.0,53.340100000000014,603
604,1000.0,53.010399999999976,604
605,1000.0,52.75039999999998,605
606,1000.0,53.31399999999993,606
607,1000.0,52.98829999999998,607
608,1000.0,52.99859999999992,608
609,1000.0,53.331299999999935,609
610,1000.0,52.628900000000016,610
611,1000.0,53.17459999999997,611
612,1000.0,52.729800000000004,612
613,1000.0,52.7638,613
614,1000.0,53.513199999999976,614
615,1000.0,53.3033,615
616,1000.0,53.11550000000002,616
617,1000.0,53.40149999999996,617
618,1000.0,53.52450000000005,618
619,1000.0,53.02809999999996,619
620,1000.0,53.29780000000002,620
621,1000.0,53.181199999999976,621
622,1000.0,53.29890000000004,622
623,1000.0,53.34469999999996,623
624,1000.0,53.34930000000006,624
625,1000.0,53.327600000000025,625
626,1000.0,53.51009999999993,626
627,1000.0,53.3495999999999,627
628,1000.0,53.427400000000006,628
629,1000.0,53.14429999999998,629
630,1000.0,53.28259999999998,630
631,1000.0,53.007199999999976,631
632,1000.0,53.04780000000006,632
633,1000.0,53.49889999999997,633
634,1000.0,53.2322,634
635,1000.0,53.09119999999996,635
636,1000.0,53.05750000000006,636
637,1000.0,53.005800000000036,637
638,1000.0,53.01569999999995,638
639,1000.0,53.28709999999994,639
640,1000.0,53.16900000000004,640
641,1000.0,52.84230000000003,641
642,1000.0,53.52910000000003,642
643,1000.0,53.19910000000008,643
644,1000.0,53.268500000000024,644
645,1000.0,52.980300000000035,645
646,1000.0,53.07880000000004,646
647,1000.0,53.0812,647
648,1000.0,53.40459999999996,648
649,1000.0,53.20679999999998,649
650,1000.0,53.42660000000002,650
651,1000.0,53.441599999999966,651
652,1000.0,53.61420000000008,652
653,1000.0,53.40569999999998,653
654,1000.0,53.4714,654
655,1000.0,53.137900000000016,655
656,1000.0,53.286700000000046,656
657,1000.0,53.35879999999999,657
658,1000.0,53.559099999999994,658
659,1000.0,53.22829999999993,659
660,1000.0,53.334700000000055,660
661,1000.0,53.73509999999997,661
662,1000.0,52.83919999999999,662
663,1000.0,53.55449999999999,663
664,1000.0,53.23220000000004,664
665,1000.0,53.007700000000014,665
666,1000.0,52.869700000000066,666
667,1000.0,53.207999999999956,667
668,1000.0,52.97069999999999,668
669,1000.0,53.42169999999997,669
670,1000.0,53.33029999999998,670
671,1000.0,53.348299999999966,671
672,1000.0,53.5419,672
673,1000.0,53.47919999999994,673
674,1000.0,53.23950000000005,674
675,1000.0,53.370299999999915,675
676,1000.0,53.42220000000005,676
677,1000.0,53.56710000000003,677
678,1000.0,53.36500000000004,678
679,1000.0,53.32449999999998,679
680,1000.0,53.64509999999998,680
681,1000.0,53.09129999999998,681
682,1000.0,53.36709999999999,682
683,1000.0,53.60510000000001,683
684,1000.0,53.528999999999975,684
685,1000.0,53.560399999999966,685
686,1000.0,53.12110000000002,686
687,1000.0,53.1485,687
688,1000.0,53.29559999999999,688
689,1000.0,53.34960000000002,689
690,1000.0,53.28680000000002,690
691,1000.0,53.448099999999975,691
692,1000.0,53.044499999999964,692
693,1000.0,53.46339999999997,693
694,1000.0,53.2485,694
695,1000.0,53.36149999999994,695
696,1000.0,53.0855,696
697,1000.0,53.90369999999996,697
698,1000.0,53.54100000000003,698
699,1000.0,53.30599999999994,699
700,1000.0,52.967899999999965,700
701,1000.0,53.00150000000009,701
702,1000.0,53.34999999999996,702
703,1000.0,53.59100000000006,703
704,1000.0,53.03509999999998,704
705,1000.0,53.66410000000002,705
706,1000.0,53.32940000000002,706
707,1000.0,53.13350000000002,707
708,1000.0,53.05319999999998,708
709,1000.0,53.26910000000007,709
710,1000.0,53.346399999999896,710
711,1000.0,53.59459999999995,711
712,1000.0,53.052499999999945,712
713,1000.0,53.40559999999993,713
714,1000.0,53.739799999999995,714
715,1000.0,53.46590000000003,715
716,1000.0,53.024900000000024,716
717,1000.0,53.34089999999997,717
718,1000.0,53.50160000000001,718
719,1000.0,53.31119999999998,719
720,1000.0,53.475499999999975,720
721,1000.0,53.36779999999994,721
722,1000.0,53.17389999999996,722
723,1000.0,53.30689999999996,723
724,1000.0,52.97819999999995,724
725,1000.0,53.347200000000036,725
726,1000.0,53.18120000000006,726
727,1000.0,53.60340000000005,727
728,1000.0,53.2712,728
729,1000.0,53.09719999999997,729
730,1000.0,53.70499999999988,730
731,1000.0,53.5807,731
732,1000.0,53.63859999999993,732
733,1000.0,53.106799999999936,733
734,1000.0,53.64600000000005,734
735,1000.0,53.31199999999999,735
736,1000.0,53.404100000000014,736
737,1000.0,53.26610000000001,737
738,1000.0,53.480100000000014,738
739,1000.0,53.17370000000006,739
740,1000.0,53.647700000000064,740
741,1000.0,53.83330000000007,741
742,1000.0,53.190199999999955,742
743,1000.0,53.645999999999994,743
744,1000.0,53.05989999999993,744
745,1000.0,53.39259999999993,745
746,1000.0,53.08849999999994,746
747,1000.0,53.46239999999998,747
748,1000.0,53.60199999999996,748
749,1000.0,53.678800000000024,749
750,1000.0,53.25579999999998,750
751,1000.0,53.66720000000004,751
752,1000.0,52.85630000000011,752
753,1000.0,54.00229999999998,753
754,1000.0,52.973700000000086,754
755,1000.0,53.704699999999995,755
756,1000.0,53.89149999999994,756
757,1000.0,53.79649999999991,757
758,1000.0,53.755800000000015,758
759,1000.0,53.15960000000003,759
760,1000.0,53.41490000000002,760
761,1000.0,53.716800000000006,761
762,1000.0,53.31370000000002,762
763,1000.0,53.65429999999994,763
764,1000.0,53.244999999999976,764
765,1000.0,53.360499999999995,765
766,1000.0,53.343700000000055,766
767,1000.0,53.15250000000004,767
768,1000.0,53.383800000000036,768
769,1000.0,53.449199999999976,769
770,1000.0,53.019599999999976,770
771,1000.0,53.24469999999993,771
772,1000.0,53.73760000000002,772
773,1000.0,53.14299999999999,773
774,1000.0,53.764499999999906,774
775,1000.0,53.54040000000003,775
776,1000.0,53.237300000000054,776
777,1000.0,53.383000000000024,777
778,1000.0,53.34390000000005,778
779,1000.0,53.4536000000001,779
780,1000.0,53.39379999999995,780
781,1000.0,53.28100000000005,781
782,1000.0,53.52550000000004,782
783,1000.0,53.876800000000074,783
784,1000.0,53.38540000000001,784
785,1000.0,54.0073,785
786,1000.0,53.53730000000004,786
787,1000.0,52.79889999999994,787
788,1000.0,53.47110000000002,788
789,1000.0,53.84500000000008,789
790,1000.0,53.20680000000001,790
791,1000.0,53.51310000000004,791
792,1000.0,53.286400000000036,792
793,1000.0,53.054900000000025,793
794,1000.0,53.343799999999966,794
795,1000.0,53.49799999999996,795
796,1000.0,53.483500000000035,796
797,1000.0,53.82240000000002,797
798,1000.0,53.483700000000056,798
799,1000.0,53.46409999999995,799
800,1000.0,53.451399999999936,800
801,1000.0,53.484800000000014,801
802,1000.0,53.47380000000002,802
803,1000.0,53.172,803
804,1000.0,53.41140000000005,804
805,1000.0,53.556299999999915,805
806,1000.0,53.34249999999997,806
807,1000.0,53.449500000000015,807
808,1000.0,53.20439999999997,808
809,1000.0,53.31759999999998,809
810,1000.0,53.93829999999994,810
811,1000.0,53.63879999999991,811
812,1000.0,53.610099999999974,812
813,1000.0,53.606200000000044,813
814,1000.0,53.84930000000004,814
815,1000.0,53.51589999999995,815
816,1000.0,53.40820000000004,816
817,1000.0,53.31919999999991,817
818,1000.0,53.527500000000025,818
819,1000.0,53.944799999999994,819
820,1000.0,53.78210000000001,820
821,1000.0,54.10139999999997,821
822,1000.0,53.46580000000002,822
823,1000.0,53.387699999999995,823
