,Time Length,Window Accuracy,Window Size
824,1000.0,53.56230000000001,824
825,1000.0,53.83789999999996,825
826,1000.0,53.253200000000106,826
827,1000.0,53.96339999999994,827
828,1000.0,53.48189999999996,828
829,1000.0,54.03799999999999,829
830,1000.0,53.69650000000005,830
831,1000.0,53.24809999999995,831
832,1000.0,53.15189999999994,832
833,1000.0,53.57619999999999,833
834,1000.0,53.30830000000002,834
835,1000.0,53.23649999999995,835
836,1000.0,54.26520000000007,836
837,1000.0,53.427899999999994,837
838,1000.0,53.51260000000001,838
839,1000.0,53.32929999999999,839
840,1000.0,53.83890000000004,840
841,1000.0,53.34979999999996,841
842,1000.0,53.72369999999996,842
843,1000.0,53.737099999999955,843
844,1000.0,53.9096000000001,844
845,1000.0,53.22970000000006,845
846,1000.0,53.3936,846
847,1000.0,53.4579,847
848,1000.0,53.547400000000074,848
849,1000.0,53.677000000000035,849
850,1000.0,53.64170000000004,850
851,1000.0,53.51620000000011,851
852,1000.0,53.717999999999954,852
853,1000.0,53.3818,853
854,1000.0,54.03500000000004,854
855,1000.0,53.40020000000003,855
856,1000.0,53.5005,856
857,1000.0,53.3017000000001,857
858,1000.0,53.8056,858
859,1000.0,53.37360000000002,859
860,1000.0,53.71509999999995,860
861,1000.0,53.46309999999999,861
862,1000.0,53.4834,862
863,1000.0,53.5379,863
864,1000.0,53.679500000000075,864
865,1000.0,53.857500000000094,865
866,1000.0,53.90580000000009,866
867,1000.0,53.69469999999998,867
868,1000.0,53.464700000000015,868
869,1000.0,53.58060000000003,869
870,1000.0,53.62709999999999,870
871,1000.0,53.312199999999955,871
872,1000.0,53.85079999999995,872
873,1000.0,53.15589999999996,873
874,1000.0,53.072499999999955,874
875,1000.0,53.77419999999995,875
876,1000.0,53.82569999999997,876
877,1000.0,53.36269999999997,877
878,1000.0,53.362300000000005,878
879,1000.0,53.546099999999996,879
880,1000.0,53.68589999999991,880
881,1000.0,53.90519999999999,881
882,1000.0,53.83080000000006,882
883,1000.0,53.5768,883
884,1000.0,53.30610000000004,884
885,1000.0,53.82909999999993,885
886,1000.0,53.773900000000026,886
887,1000.0,53.92769999999999,887
888,1000.0,53.697499999999955,888
889,1000.0,53.55320000000001,889
890,1000.0,53.58660000000001,890
891,1000.0,53.50930000000007,891
892,1000.0,52.95039999999991,892
893,1000.0,53.56430000000001,893
894,1000.0,53.58289999999996,894
895,1000.0,53.951399999999985,895
896,1000.0,53.88200000000007,896
897,1000.0,53.40950000000005,897
898,1000.0,53.57830000000004,898
899,1000.0,53.929700000000025,899
900,1000.0,53.8781,900
901,1000.0,53.766199999999955,901
902,1000.0,53.673900000000046,902
903,1000.0,53.80069999999999,903
904,1000.0,53.62030000000003,904
905,1000.0,53.56979999999996,905
906,1000.0,53.72190000000005,906
907,1000.0,53.556900000000006,907
908,1000.0,53.60009999999996,908
909,1000.0,53.636100000000084,909
910,1000.0,53.61639999999999,910
911,1000.0,53.45629999999995,911
912,1000.0,53.892799999999944,912
913,1000.0,53.32329999999996,913
914,1000.0,53.66509999999998,914
915,1000.0,53.4168,915
916,1000.0,53.697799999999894,916
917,1000.0,53.84669999999996,917
918,1000.0,53.15270000000005,918
919,1000.0,53.51959999999998,919
920,1000.0,53.817299999999996,920
921,1000.0,53.68280000000003,921
922,1000.0,53.45340000000001,922
923,1000.0,53.2908,923
924,1000.0,53.45719999999996,924
925,1000.0,53.66580000000003,925
926,1000.0,53.8023,926
927,1000.0,53.35719999999995,927
928,1000.0,53.424800000000026,928
929,1000.0,53.882900000000056,929
930,1000.0,53.705299999999944,930
931,1000.0,53.72030000000001,931
932,1000.0,53.59239999999996,932
933,1000.0,53.43460000000002,933
934,1000.0,53.4165000000001,934
935,1000.0,53.778800000000004,935
936,1000.0,53.43690000000004,936
937,1000.0,53.411500000000025,937
938,1000.0,54.05119999999999,938
939,1000.0,53.63410000000001,939
940,1000.0,53.54679999999994,940
941,1000.0,53.87210000000009,941
942,1000.0,53.67809999999997,942
943,1000.0,53.835799999999914,943
944,1000.0,53.6453,944
945,1000.0,53.4057,945
946,1000.0,53.76949999999996,946
947,1000.0,53.199399999999955,947
948,1000.0,53.59389999999996,948
949,1000.0,53.83490000000005,949
950,1000.0,53.929399999999994,950
951,1000.0,53.280299999999976,951
952,1000.0,53.64139999999998,952
953,1000.0,53.57609999999996,953
954,1000.0,53.80470000000004,954
955,1000.0,53.55469999999998,955
956,1000.0,53.47469999999997,956
957,1000.0,53.53049999999994,957
958,1000.0,53.32140000000002,958
959,1000.0,53.38200000000001,959
960,1000.0,53.77180000000005,960
961,1000.0,53.63920000000005,961
962,1000.0,53.48110000000008,962
963,1000.0,53.283700000000074,963
964,1000.0,53.62009999999998,964
965,1000.0,53.86930000000001,965
966,1000.0,53.758899999999905,966
967,1000.0,54.00160000000001,967
968,1000.0,53.995000000000104,968
969,1000.0,53.68570000000001,969
970,1000.0,53.57200000000005,970
971,1000.0,53.70910000000002,971
972,1000.0,54.01610000000003,972
973,1000.0,53.59950000000001,973
974,1000.0,53.69340000000002,974
975,1000.0,53.99039999999996,975
976,1000.0,53.901900000000055,976
977,1000.0,53.7554,977
978,1000.0,53.622300000000074,978
979,1000.0,54.127700000000026,979
980,1000.0,53.97959999999999,980
981,1000.0,53.686700000000016,981
982,1000.0,53.542799999999964,982
983,1000.0,53.899800000000056,983
984,1000.0,54.07299999999998,984
985,1000.0,53.838599999999936,985
986,1000.0,53.71050000000003,986
987,1000.0,53.74869999999996,987
988,1000.0,53.791500000000006,988
989,1000.0,53.828900000000004,989
990,1000.0,53.4045,990
991,1000.0,53.41160000000002,991
992,1000.0,53.23550000000003,992
993,1000.0,53.37999999999998,993
994,1000.0,53.75730000000006,994
995,1000.0,53.38879999999986,995
996,1000.0,53.85329999999993,996
997,1000.0,53.940900000000006,997
998,1000.0,53.41720000000006,998
999,1000.0,53.58689999999991,999
1000,1000.0,52.6909402,999
